addr_st,addr_xst,city,state,address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"N MARKS AV","W PRINCETON AV",Fresno,CA,"N MARKS AV and W PRINCETON AV",36.775562,-119.844357,1,intersection,,"N Marks Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E MONO AV","S MINNEWAWA AV",Fresno,CA,"E MONO AV and S MINNEWAWA AV",36.737147,-119.709293,1,intersection,,"E Mono Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E ILLINOIS AV","N SIXTH ST",Fresno,CA,"E ILLINOIS AV and N SIXTH ST",36.745011,-119.764341,1,intersection,,"E Illinois Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"KERN ST","B ST",Fresno,CA,"KERN ST and B ST",36.726578,-119.797937,1,intersection,,"B St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E BALCH AV","S WINERY AV",Fresno,CA,"E BALCH AV and S WINERY AV",36.73867,-119.736316,0.61,intersection,,"E Balch Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"N PRICE AV","E YALE AV",Fresno,CA,"N PRICE AV and E YALE AV",36.77053,-119.744244,1,intersection,,"E Yale Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"E BUTLER AV","S WINERY AV",Fresno,CA,"E BUTLER AV and S WINERY AV",36.728663,-119.731949,1,intersection,,"E Butler Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E MCKENZIE AV","N WILLOW AV",Fresno,CA,"E MCKENZIE AV and N WILLOW AV",36.746958,-119.727329,1,intersection,,"E McKenzie Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"N POPLAR AV","E MCKENZIE AV",Fresno,CA,"N POPLAR AV and E MCKENZIE AV",36.746829,-119.795805,0.8,intersection,,"E McKenzie Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"TULARE ST","S FRWY 41",Fresno,CA,"TULARE ST and S FRWY 41",36.71602,-119.779461,0.58,intersection,,"S Taylor Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"S PEACH AV","E LANE AV",Fresno,CA,"S PEACH AV and E LANE AV",36.732285,-119.720082,0.82,intersection,,"E Lane Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W OSWEGO AV","N TAMERA AV",Fresno,CA,"W OSWEGO AV and N TAMERA AV",36.819808,-119.851617,0.8,intersection,,"N Tamera Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"N MARTY AV","W POMEGRANATE LN",Fresno,CA,"N MARTY AV and W POMEGRANATE LN",36.820031,-119.858005,0.82,intersection,,"N Marty Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"N SEVENTH ST","E GRANT AV",Fresno,CA,"N SEVENTH ST and E GRANT AV",36.858505,-120.092165,0.8,intersection,,"Ave 7 1/2",,,Madera,CA,"Madera County",93637,US,"TIGER/Line® dataset from the US Census Bureau"
"E HOME AV","N CEDAR AV",Fresno,CA,"E HOME AV and N CEDAR AV",36.763148,-119.754492,1,intersection,,"E Home Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"E RIALTO AV","N FOURTH ST",Fresno,CA,"E RIALTO AV and N FOURTH ST",36.803516,-119.76686,0.91,intersection,,"E Rialto Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E BULLDOG LN","N NINTH ST",Fresno,CA,"E BULLDOG LN and N NINTH ST",36.812224,-119.758678,0.8,intersection,,"Bulldog Ln",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"E HUNTINGTON AV","S GARDEN AV",Fresno,CA,"E HUNTINGTON AV and S GARDEN AV",36.739533,-119.73416,0.96,intersection,,"E Huntington Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W CLINTON AV","N BRAWLEY AV",Fresno,CA,"W CLINTON AV and N BRAWLEY AV",36.771746,-119.862182,1,intersection,,"N Brawley Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E LIBERTY AV","S EIGHTH ST",Fresno,CA,"E LIBERTY AV and S EIGHTH ST",36.730458,-119.761079,1,intersection,,"E Liberty Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N VERNAL AV","W PRINCETON AV",Fresno,CA,"N VERNAL AV and W PRINCETON AV",36.775183,-119.862933,0.94,intersection,,"N Vernal Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E CHURCH AV","S ELM AV",Fresno,CA,"E CHURCH AV and S ELM AV",36.714154,-119.790739,1,intersection,,"E Church Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N BONADELLE AV","E ALAMOS AV",Fresno,CA,"N BONADELLE AV and E ALAMOS AV",36.805447,-119.869916,0.8,intersection,,"N Bendel Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"S HELM AV","E WOODWARD AV",Fresno,CA,"S HELM AV and E WOODWARD AV",36.723424,-119.721181,1,intersection,,"E Woodward Ave",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"W SHIELDS AV","N CHANNING WY",Fresno,CA,"W SHIELDS AV and N CHANNING WY",36.77932,-119.824274,1,intersection,,"N Channing Way",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W HOLLAND AV","N CARNEGIE AV",Fresno,CA,"W HOLLAND AV and N CARNEGIE AV",36.796797,-119.893459,0.96,intersection,,"N Carnegie Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"SHIELDS AV",VALENTINE,Fresno,CA,"SHIELDS AV and VALENTINE",36.77915,-119.853348,0.8,intersection,,"N Valentine Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N FOURTH ST","E GRANT AV",Fresno,CA,"N FOURTH ST and E GRANT AV",36.748632,-119.767588,1,intersection,,"E Grant Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N ECHO AV","E FRANKLIN AV",Fresno,CA,"N ECHO AV and E FRANKLIN AV",36.748776,-119.80434,1,intersection,,"E Franklin Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"E SAN RAMON AV","N SECOND ST",Fresno,CA,"E SAN RAMON AV and N SECOND ST",36.814177,-119.771144,1,intersection,,"E San Ramon Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"N MAPLE AV","E MADISON AV",Fresno,CA,"N MAPLE AV and E MADISON AV",36.749544,-119.745403,1,intersection,,"E Madison Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N MILBURN AV","W AUSTIN WY",Fresno,CA,"N MILBURN AV and W AUSTIN WY",36.794592,-119.87632,1,intersection,,"N Milburn Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E DIVISADERO ST","VAN NESS AV",Fresno,CA,"E DIVISADERO ST and VAN NESS AV",36.743631,-119.798754,0.8,intersection,,"Divisadero St",,,Fresno,CA,"Fresno County",93721,US,"TIGER/Line® dataset from the US Census Bureau"
"S ORANGE AV","E BUTLER AV",Fresno,CA,"S ORANGE AV and E BUTLER AV",36.728639,-119.763639,1,intersection,,"E Butler Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N FOURTH ST","E THOMAS AV",Fresno,CA,"N FOURTH ST and E THOMAS AV",36.75323,-119.766858,1,intersection,,"E Thomas Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W SIERRA MADRE AV","N DELNO AV",Fresno,CA,"W SIERRA MADRE AV and N DELNO AV",36.80738,-119.81991,1,intersection,,"N Delno Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"W PAUL AV","N COLONIAL AV",Fresno,CA,"W PAUL AV and N COLONIAL AV",36.832565,-119.803614,1,intersection,,"N Colonial Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"N BLACKSTONE AV","E CLINTON AV",Fresno,CA,"N BLACKSTONE AV and E CLINTON AV",36.772264,-119.792776,0.77,intersection,,"E Clinton Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"N FRWY 99","W SHIELDS AV",Fresno,CA,"N FRWY 99 and W SHIELDS AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"B ST","MONO ST",Fresno,CA,"B ST and MONO ST",36.724584,-119.795797,1,intersection,,"B St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N KAVANAGH AV","N HOLT AV",Fresno,CA,"N KAVANAGH AV and N HOLT AV",36.804117,-119.83696,1,intersection,,"N Holt Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E ASHLAN AV","N CHESTNUT AV",Fresno,CA,"E ASHLAN AV and N CHESTNUT AV",36.79424,-119.736225,0.96,intersection,,"E Ashlan Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"S CHANNING WY","W EDEN AV",Fresno,CA,"S CHANNING WY and W EDEN AV",36.724917,-119.824402,0.8,intersection,,"S Channing Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N POPLAR AV","E MCKINLEY AV",Fresno,CA,"N POPLAR AV and E MCKINLEY AV",36.765025,-119.796739,0.8,intersection,,"E McKinley Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"N FARRIS AV","E BELMONT AV",Fresno,CA,"N FARRIS AV and E BELMONT AV",36.75034,-119.811941,0.58,intersection,,"N Farris Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"S WILLOW AV","E JENSEN AV",Fresno,CA,"S WILLOW AV and E JENSEN AV",36.707352,-119.727363,1,intersection,,"E Jensen Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"N POPLAR AV","W BULLARD AV",Fresno,CA,"N POPLAR AV and W BULLARD AV",36.823136,-119.796376,0.99,intersection,,"N Poplar Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"FRESNO ST","FAGAN ALLEY",Fresno,CA,"FRESNO ST and FAGAN ALLEY",36.73114,-119.79647,0.91,intersection,,"Fagan Aly",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"W MESA AV","N TEILMAN AV",Fresno,CA,"W MESA AV and N TEILMAN AV",36.824621,-119.821234,1,intersection,,"N Teilman Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"N SIERRA VISTA AV","E PERALTA WY",Fresno,CA,"N SIERRA VISTA AV and E PERALTA WY",36.76602,-119.742026,0.88,intersection,,"E Peralta Way",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"S CHESTNUT AV","E LOWE AV",Fresno,CA,"S CHESTNUT AV and E LOWE AV",36.731389,-119.738701,0.76,intersection,,"E Lowe Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"S ARGYLE AV","E KINGS CANYON RD",Fresno,CA,"S ARGYLE AV and E KINGS CANYON RD",36.736205,-119.692981,1,intersection,,"E Kings Canyon Rd",,,Fresno,CA,"Fresno County",93727,US,"TIGER/Line® dataset from the US Census Bureau"
"E ASHLAN AV","N SEVENTH ST",Fresno,CA,"E ASHLAN AV and N SEVENTH ST",36.794122,-119.762245,0.95,intersection,,"E Ashlan Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N FIRST ST","E GETTYSBURG AV",Fresno,CA,"N FIRST ST and E GETTYSBURG AV",36.801319,-119.772277,1,intersection,,"E Gettysburg Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N CLARK ST","E ILLINOIS AV",Fresno,CA,"N CLARK ST and E ILLINOIS AV",36.745049,-119.785998,1,intersection,,"E Illinois Ave",,,Fresno,CA,"Fresno County",93701,US,"TIGER/Line® dataset from the US Census Bureau"
"E SAN MADELE AV","N THIRD ST",Fresno,CA,"E SAN MADELE AV and N THIRD ST",36.8149,-119.769755,1,intersection,,"E San Madele Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"W OLIVE AV","N WEST AV",Fresno,CA,"W OLIVE AV and N WEST AV",36.757495,-119.8552,1,street_center,,"W Olive Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N BLACKSTONE AV","E SHIELDS AV",Fresno,CA,"N BLACKSTONE AV and E SHIELDS AV",36.779623,-119.790525,0.86,intersection,,"E Shields Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W FIR AV","N VISTA AV",Fresno,CA,"W FIR AV and N VISTA AV",36.838734,-119.898624,1,intersection,,"N Vista Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"W INDIANAPOLIS AV","N CORNELIA AV",Fresno,CA,"W INDIANAPOLIS AV and N CORNELIA AV",36.79871,-119.880432,1,intersection,,"N Cornelia Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"E MCKINLEY AV","N CHESTNUT AV",Fresno,CA,"E MCKINLEY AV and N CHESTNUT AV",36.76516,-119.736321,0.98,intersection,,"E McKinley Ave",,,Fresno,CA,"Fresno County",93703,US,"TIGER/Line® dataset from the US Census Bureau"
"W BELGRAVIA AV","S DELNO AV",Fresno,CA,"W BELGRAVIA AV and S DELNO AV",36.715829,-119.821299,1,intersection,,"S Delno Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E SAGINAW WY","N BLACKSTONE AV",Fresno,CA,"E SAGINAW WY and N BLACKSTONE AV",36.788624,-119.790515,1,intersection,,"E Saginaw Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"S THORNE AV","W EDEN AV",Fresno,CA,"S THORNE AV and W EDEN AV",36.725397,-119.813173,0.98,intersection,,"S Thorne Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"S GEARHART ST","E TOWNSEND AV",Fresno,CA,"S GEARHART ST and E TOWNSEND AV",36.727722,-119.763643,0.88,intersection,,"E Townsend Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"E LIBERTY AV","S FIFTH ST",Fresno,CA,"E LIBERTY AV and S FIFTH ST",36.730703,-119.765862,1,intersection,,"E Liberty Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N BLACKSTONE AV","E NEES AV",Fresno,CA,"N BLACKSTONE AV and E NEES AV",36.85186,-119.790952,0.98,intersection,,"E Nees Ave",,,Fresno,CA,"Fresno County",93720,US,"TIGER/Line® dataset from the US Census Bureau"
"E ASHLAN AV","N MILLBROOK AV",Fresno,CA,"E ASHLAN AV and N MILLBROOK AV",36.794132,-119.763282,1,intersection,,"E Ashlan Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N MAROA AV","E SHIELDS AV",Fresno,CA,"N MAROA AV and E SHIELDS AV",36.779468,-119.799584,1,intersection,,"E Shields Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"E HUNTINGTON AV","S DEARING AV",Fresno,CA,"E HUNTINGTON AV and S DEARING AV",36.739564,-119.73755,1,intersection,,"E Huntington Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"W ASHLAN AV","N FELAND AV",Fresno,CA,"W ASHLAN AV and N FELAND AV",36.793689,-119.848326,0.96,intersection,,"N Feland Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N GOLDEN STATE BL","W PINE AV",Fresno,CA,"N GOLDEN STATE BL and W PINE AV",36.757512,-119.82169,0.76,intersection,,"N Golden State Blvd",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E GRANT AV","N SEVENTH ST",Fresno,CA,"E GRANT AV and N SEVENTH ST",36.74866,-119.762572,1,intersection,,"E Grant Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N CLARK ST","E SAGINAW WY",Fresno,CA,"N CLARK ST and E SAGINAW WY",36.788634,-119.783725,0.85,intersection,,"E Saginaw Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"N MAROA AV","W NEES AV",Fresno,CA,"N MAROA AV and W NEES AV",36.851849,-119.799037,1,intersection,,"N Maroa Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"E SHAW AV","N FISHER ST",Fresno,CA,"E SHAW AV and N FISHER ST",36.808576,-119.770005,0.71,intersection,,"E Shaw Ave",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"N SHARON AV","E RIALTO AV",Fresno,CA,"N SHARON AV and E RIALTO AV",36.803165,-119.755911,0.9,intersection,,"E Rialto Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W SAN JOSE AV","N FORKNER AV",Fresno,CA,"W SAN JOSE AV and N FORKNER AV",36.812374,-119.830835,0.83,intersection,,"N Forkner Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"E STROTHER AV","S PLUMAS AV",Fresno,CA,"E STROTHER AV and S PLUMAS AV",36.726439,-119.811655,1,intersection,,"E Strother Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E DAKOTA AV","N PALM AV",Fresno,CA,"E DAKOTA AV and N PALM AV",36.785737,-120.14172,0.8,intersection,,"N Plumas Ave",,,Kerman,CA,"Fresno County",93630,US,"TIGER/Line® dataset from the US Census Bureau"
"W SWIFT AV","N EMERSON AV",Fresno,CA,"W SWIFT AV and N EMERSON AV",36.794008,-119.824822,1,intersection,,"N Emerson Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"N CEDAR AV","E ALAMOS AV",Fresno,CA,"N CEDAR AV and E ALAMOS AV",36.805816,-119.754179,1,intersection,,"E Alamos Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"W PERALTA WY","N DELNO AV",Fresno,CA,"W PERALTA WY and N DELNO AV",36.764755,-119.819914,0.93,intersection,,"N Delno Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"S GARDEN AV","E FLORENCE AV",Fresno,CA,"S GARDEN AV and E FLORENCE AV",36.718229,-119.734412,1,intersection,,"E Florence Ave",,,Fresno,CA,"Fresno County",93725,US,"TIGER/Line® dataset from the US Census Bureau"
"E CORTLAND AV","N BUNGALOW LN",Fresno,CA,"E CORTLAND AV and N BUNGALOW LN",36.782181,-119.79843,0.95,intersection,,"E Cortland Ave",,,Fresno,CA,"Fresno County",93704,US,"TIGER/Line® dataset from the US Census Bureau"
"STANISLAUS ST","B ST",Fresno,CA,"STANISLAUS ST and B ST",36.734971,-119.800909,1,street_center,,"Stanislaus St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"SANTA CLARA ST","F ST",Fresno,CA,"SANTA CLARA ST and F ST",36.723396,-119.792262,1,street_center,,"Santa Clara St",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"N BROADWAY ST","E DUDLEY AV",Fresno,CA,"N BROADWAY ST and E DUDLEY AV",36.753789,-119.802843,1,intersection,,"E Dudley Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"E BULLDOG LN","N MILLBROOK AV",Fresno,CA,"E BULLDOG LN and N MILLBROOK AV",36.812235,-119.760946,0.71,intersection,,"Bulldog Ln",,,Fresno,CA,"Fresno County",93710,US,"TIGER/Line® dataset from the US Census Bureau"
"N POPLAR AV","W NEES AV",Fresno,CA,"N POPLAR AV and W NEES AV",36.851855,-119.796514,1,intersection,,"N Poplar Ave",,,Fresno,CA,"Fresno County",93711,US,"TIGER/Line® dataset from the US Census Bureau"
"E BELMONT AV","N HARRISON AV",Fresno,CA,"E BELMONT AV and N HARRISON AV",36.750337,-119.810825,0.46,intersection,,"N Harrison Ave",,,Fresno,CA,"Fresno County",93728,US,"TIGER/Line® dataset from the US Census Bureau"
"W ROBINSON AV","N FRUIT AV",Fresno,CA,"W ROBINSON AV and N FRUIT AV",36.785708,-119.817522,1,intersection,,"N Fruit Ave",,,Fresno,CA,"Fresno County",93705,US,"TIGER/Line® dataset from the US Census Bureau"
"E LYELL AV","S FIFTH ST",Fresno,CA,"E LYELL AV and S FIFTH ST",36.729686,-119.765866,1,intersection,,"E Lyell Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N MARKS AV","W CLINTON AV",Fresno,CA,"N MARKS AV and W CLINTON AV",36.771954,-119.84432,0.73,intersection,,"N Marks Ave",,,Fresno,CA,"Fresno County",93722,US,"TIGER/Line® dataset from the US Census Bureau"
"N WINERY CI","N WINERY AV",Fresno,CA,"N WINERY CI and N WINERY AV",36.793976,-119.731677,0.79,intersection,,"N Winery Ave",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"E PONTIAC WY","N EFFIE ST",Fresno,CA,"E PONTIAC WY and N EFFIE ST",36.789538,-119.788252,1,intersection,,"E Pontiac Way",,,Fresno,CA,"Fresno County",93726,US,"TIGER/Line® dataset from the US Census Bureau"
"S WINERY AV","E HAMILTON AV",Fresno,CA,"S WINERY AV and E HAMILTON AV",36.8411,-119.801015,0.5,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"E LORENA AV","S PLUMAS AV",Fresno,CA,"E LORENA AV and S PLUMAS AV",36.719544,-119.811188,1,intersection,,"E Lorena Ave",,,Fresno,CA,"Fresno County",93706,US,"TIGER/Line® dataset from the US Census Bureau"
"E TULARE ST","S FIRST ST",Fresno,CA,"E TULARE ST and S FIRST ST",36.755888,-119.772487,0.8,intersection,,"E Tyler Ave",,,Fresno,CA,"Fresno County",93702,US,"TIGER/Line® dataset from the US Census Bureau"
"N INGRAM AV","W BEECHWOOD AV",Fresno,CA,"N INGRAM AV and W BEECHWOOD AV",36.838317,-119.801874,1,intersection,,"N Ingram Ave",,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
"MARIPOSA MALL","N ST",Fresno,CA,"MARIPOSA MALL and N ST",36.8411,-119.801015,0.95,place,,,,,Fresno,CA,"Fresno County",93650,US,"TIGER/Line® dataset from the US Census Bureau"
